USR;TWEET;LANG;DATE;CLAS
MickeyW28496487;RT @Ozzmak: Join The eCoinNetwork https://t.co/Z5t6bsfUcA #ecoinnetwork #bitcoin #ecoin #ozzmak https://t.co/FzIuYFYjRo;en;2018-02-09 13:51:05;NEUTRO
M74OHkZlGsqVLRv;@majesticcrypto Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have ba… https://t.co/bBlBO50aFn;en;2018-02-09 13:51:05;NEUTRO
workwithrohan;One Day The World Will Thank Bitcoin For The Blockchain And True Data https://t.co/UcpkKugwAu;en;2018-02-09 13:51:05;NEUTRO
TokenandCoin;ECB President Says European Banks Could Soon Hold Bitcoin https://t.co/ZFqVC2whwA https://t.co/E8RvoXmArF;en;2018-02-09 13:51:05;NEUTRO
lwwrolawf172;RT @Applancer_pro: “I’m almost afraid not to take the chance,” – Cedric knight, why people are excited about virtual currency https://t.co/…;en;2018-02-09 13:51:06;NEUTRO
bitcashouts;"RT @LiveCoinWatch: Thanks for the head up Agustin...

https://t.co/3cLRA0sv2X 

#Bitcoin https://t.co/NqZzV397G7";en;2018-02-09 13:51:08;NEUTRO
eztechwin;"RT @hodlhodlnews: Russian nuclear scientists arrested for using supercomputers to mine cryptocurrency
https://t.co/PhhD0XXHaY #bitcoin";en;2018-02-09 13:51:08;NEUTRO
daliabullock101;"RT @Applancer_pro: Early Bitcoin adopters are stomping HODL amid newcomers panic sell-off.
https://t.co/gOez1toeRd #Bitcoin #Bitcoinadopter…";en;2018-02-09 13:51:08;NEUTRO
jbWbLQY7ysXpt8N;@guidatrading Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/hMDGrxSfpd;en;2018-02-09 13:51:09;NEUTRO
M74OHkZlGsqVLRv;@AlekseiGurskiy Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have ba… https://t.co/qjtfMSYQni;en;2018-02-09 13:51:10;NEUTRO
jbWbLQY7ysXpt8N;@SNTfx Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance on… https://t.co/28sUnv7cRc;en;2018-02-09 13:51:10;NEUTRO
PARTiclCommuniT;"RT @crypt0guard: @ParticlProject @ParticlDev https://t.co/uKw7hvL9wX

Looking at the release notes of 0.16, it looks like it is Bitcoin tha…";en;2018-02-09 13:51:11;NEUTRO
kathernlyons347;RT @BitcoinCryptoMM: BIG NEWS: my business partner thinks bitcoin will drop to $8500. He’s excited to be buying it cheap. Also as my mentor…;en;2018-02-09 13:51:11;NEUTRO
ZenzoLusengo;Maybe let's review this relative performance at the end of the 1st quarter.....#markets #cryptocurrency https://t.co/BZ23ykcVhg;en;2018-02-09 13:51:11;NEUTRO
jbWbLQY7ysXpt8N;@Agussun13254800 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/K51rZskLN6;en;2018-02-09 13:51:12;NEUTRO
blockchainoz;ChannelLife Australia - Blockchain spending to surge 90% in 2018 with 60% on IT services https://t.co/vrVzAyec3E… https://t.co/D2Th1hooLz;en;2018-02-09 13:51:12;NEUTRO
arnettebaldoni5;"RT @Applancer_pro: Goldman Sachman Bitcoin trading desk- an accident or plan?
https://t.co/pbg8KFtBpd #Bitcoin #Bitcointrading #plan #Goldm…";en;2018-02-09 13:51:13;NEUTRO
eztechwin;RT @earthtokens: Take a closer look at why #Oracle Corporation chose to apply impactChoice’s #carbon #mitigation #solution - #EARTH #Token…;en;2018-02-09 13:51:13;NEUTRO
xskl9;"RT @PWasensteiner: Let's start using the slogan 'Bitcoin Cash - For Everyone' and the hashtag #BCHforEveryone. 

This slogan fully represen…";en;2018-02-09 13:51:13;NEUTRO
Investment2017;Stocks just entered a correction — but #Bitcoin is still doing much worse https://t.co/V9D0GSdNXY https://t.co/CVfPDHrRQT;en;2018-02-09 13:51:13;NEUTRO
BobbyAxelrode;"RT @REGA20847530: Speaking about business aviation. 
https://t.co/3JsW52qHuc
#blockchain #cryptocurrency #ethereum #bitcoin";en;2018-02-09 13:51:13;NEUTRO
AnthonyQuinnWh2;Bitcoin — CoinChoose https://t.co/QV4A99ADlj via @twitterdev;en;2018-02-09 13:51:13;NEUTRO
Bosstrecentodue;"RT @jaredctate: Yesterday's #USSenate #crypto hearing looked very promising for real #blockchain technology such as #Bitcoin &amp; #DigiByte: h…";en;2018-02-09 13:51:13;NEUTRO
smjch;Bitcoin price stays mostly steady despite global market plunge - The Independent https://t.co/3ge0pgix5K https://t.co/d3FWu8M4sH;en;2018-02-09 13:51:13;NEUTRO
M74OHkZlGsqVLRv;@ngo_PD Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance on… https://t.co/8R1EEg3R0m;en;2018-02-09 13:51:14;NEUTRO
cryptolandz;"RT @ArminVanBitcoin: A well-written, full page intro to #bitcoin in today's ""Metro"" (UK) newspaper. 👌 https://t.co/vicTxBzpHn";en;2018-02-09 13:51:15;NEUTRO
ronmc1;Bitcoin price stays mostly steady despite global market plunge - The Independent https://t.co/7bizCdBNHf https://t.co/LWQA2Fuika;en;2018-02-09 13:51:14;NEUTRO
ladytrade_UK;look #video about #bitcoin https://t.co/D5GBpV6qnD #FridayFeeling #WinterOlympics #DippyOnTour 2358;en;2018-02-09 13:51:15;NEUTRO
Caseridge;The latest The Caseridge Market Index! https://t.co/rSRhK6axUm Thanks to @enienhuis #toronto #bitcoin;en;2018-02-09 13:51:15;NEUTRO
M74OHkZlGsqVLRv;@Axelrod_Capital Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/kCEuGOv4T5;en;2018-02-09 13:51:15;NEUTRO
charlesaunger;Bitcoin price stays mostly steady despite global market plunge - The Independent https://t.co/kcgZ5Y4Nma https://t.co/jysZ5WiAJh;en;2018-02-09 13:51:16;NEUTRO
BitcoinCryptos;Articles like these on Forbes are great. We shall more and more of these. #bitcoin today! https://t.co/QwbVnLTkVE;en;2018-02-09 13:51:17;NEUTRO
Livestradamus;"RT @theonevortex: Greg does it again with ""Taproot"". This is a great example of yet even more privacy focused dev going on in #bitcoin land…";en;2018-02-09 13:51:17;NEUTRO
Wissenshungerr;@davidgokhshtein @sedatcrypto If somebody had a hard week: Here are 1000 Action Coin for free. Only sign up and enj… https://t.co/OD4VNXxUd8;en;2018-02-09 13:51:17;NEUTRO
lwwrolawf172;"RT @Applancer_pro: Bitcoin and altcoins market hit new lows as US stock market faces high volatility
https://t.co/40ZSlksSlP #Bitcoin #btc…";en;2018-02-09 13:51:17;NEUTRO
M74OHkZlGsqVLRv;@HackingYU Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/itvtcERQ6t;en;2018-02-09 13:51:17;NEUTRO
tulinaoariel;"RT @NextGiveaway: #GIVEAWAY 9 $ETH to 3 lucky winners!!!

1.)Follow + ReTweet + Like
2.)Reach 5000 followers
3.)ETH Address.

$BTC $ETC $LT…";en;2018-02-09 13:51:17;NEUTRO
eztechwin;"RT @izx_io: Kazakhstan, we are coming!

#izx #izetex #ico #blockchain #cryptocurrency #conference #cryptoevent #bitcoin #ethereum https://t…";en;2018-02-09 13:51:17;NEUTRO
Kelec91;"RT @chain_log: GET FREE 1000 CHL #Airdrop of @chain_log 3rd decentralized generation on #blockchain 
Join here https://t.co/CevTmdZCCV

#Cr…";en;2018-02-09 13:51:17;NEUTRO
W6Z1gGw5UCRbiO2;@WORLD_HAB Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/t2kl7fObqu;en;2018-02-09 13:51:17;NEUTRO
LondonTFE;Want to know more about all the hype around Bitcoin and Cryptocurrencies? Find out more here. https://t.co/6RBSkbgBGY;en;2018-02-09 13:51:17;NEUTRO
myanmardirector;"RT @ngo_PD: Join us #Bounty #LYM TOKEN
  #blockchain #Crypto #cryptocurrency #ETH #LYM #Lympo #Ethereum #Tokensale… https://t.co/jyAZvYYEms";en;2018-02-09 13:51:18;NEUTRO
AskJocelynGorge;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:18;NEUTRO
M74OHkZlGsqVLRv;@guidatrading Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/BSXAZqk1uj;en;2018-02-09 13:51:18;NEUTRO
W6Z1gGw5UCRbiO2;@Crypto_News_ Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/kwMW83Obyi;en;2018-02-09 13:51:19;NEUTRO
thomasshearer77;RT @Bitcoin: Please be aware of the countless bot accounts who post anti-Bitcoin Cash rhetoric and negative replies to pro-BCH tweets aroun…;en;2018-02-09 13:51:19;NEUTRO
thiagosantos341;@policiafederal se tivesse usando bitcoin não ia preso;pt;2018-02-09 13:51:19;NEUTRO
JablesBee;"RT @erikfinman: Society: ""Go $40k into debt at the beginning of your adult years! What could go wrong?""
Society: ""So what you can't afford…";en;2018-02-09 13:51:19;NEUTRO
angaper1;RT @thisisvinnd: ICO is live now! Hurry to join now on vinnd.io. We are going to rock the personal healthcare segment! Wait for our advisor…;en;2018-02-09 13:51:20;NEUTRO
JKoshin21;RT @litecoindad: All the big money managers are waking up to #Crypto. I can't even imagine what it's going to look like 5 years from now. #…;en;2018-02-09 13:51:20;NEUTRO
ChandraKrinnin6;RT @Applancer_pro: “I’m almost afraid not to take the chance,” – Cedric knight, why people are excited about virtual currency https://t.co/…;en;2018-02-09 13:51:20;NEUTRO
M74OHkZlGsqVLRv;@SNTfx Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance on… https://t.co/nHnAF3n4kz;en;2018-02-09 13:51:20;NEUTRO
myanmardirector;RT @Scottdrives: ***Looking ok so far*** #bitcoin #litecoin #ethereum #blockchain @ City of New York https://t.co/pvS8oierrQ;en;2018-02-09 13:51:20;NEUTRO
eztechwin;"RT @OxfordCrypto: $500 BITCOIN GIVEAWAY.  Must:
1. FOLLOW @OxfordCrypto
2. SHARE this tweet
3. Leave your bitcoin wallet in the comments.…";en;2018-02-09 13:51:21;NEUTRO
SoynadieOrg;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/teaJ5qrBmt";en;2018-02-09 13:51:21;NEUTRO
luis191912;RT @obizcoin: Token distribution must be performed correctly. If you intend to contribute, make sure to use enough gas (above 200000) so yo…;en;2018-02-09 13:51:21;NEUTRO
brockpierce;RT @southtopia: Forbes Publishes List of ‘Richest People in Crypto’… That We Know Of https://t.co/80orTqUfyn via @bitsonlinecom @cz_binance…;en;2018-02-09 13:51:21;NEUTRO
M74OHkZlGsqVLRv;@shaikhshakeel94 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/X5Q2qlfR3J;en;2018-02-09 13:51:22;NEUTRO
MontaltEzequiel;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:22;NEUTRO
AmandasCamelot;.@KristinaJulia2 In other news, Elmo. He's a bit lost.  🤔 https://t.co/tCwzD4KTim;en;2018-02-09 13:51:22;NEUTRO
myanmardirector;"RT @mmazco: YES MATE! 💪 
Another reader/ listener of @aantonop #TheInternetofMoney explaining #bitcoin… https://t.co/z2AuBF6YOt";en;2018-02-09 13:51:22;NEUTRO
W6Z1gGw5UCRbiO2;@JoshWarner_IG Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bal… https://t.co/ESOD4MwwLl;en;2018-02-09 13:51:22;NEUTRO
adeelotx;RT @SatoshiLite: I just published “My Vision For SegWit And Lightning Networks On Litecoin And Bitcoin” https://t.co/lGOzDCxSrd;en;2018-02-09 13:51:22;NEUTRO
SoynadieCom;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/hPs8QuaDyO";en;2018-02-09 13:51:22;NEUTRO
Soynadienews;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/1HnbTFx9xx";en;2018-02-09 13:51:22;NEUTRO
UMFinance;"Way to go #Bitcoin !!
Bitcoin price stays mostly steady despite global market plunge | The Independent https://t.co/ZIHfIScBrG";en;2018-02-09 13:51:22;NEUTRO
SoynadiePress;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/oDxYwMPCL4";en;2018-02-09 13:51:22;NEUTRO
NewSoynadie;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/ibXf6z9KjJ";en;2018-02-09 13:51:22;NEUTRO
jmk344;"Way to go #Bitcoin !!
Bitcoin price stays mostly steady despite global market plunge | The Independent https://t.co/Ym13OuYbXM";en;2018-02-09 13:51:23;NEUTRO
rahulkanotra;"RT @21Cryptos: Bitcoin's finally stable above $8000, and Altcoins aren't doing too bad. It may be time to breathe a sigh of relief...

http…";en;2018-02-09 13:51:23;NEUTRO
payment_digital;"RT @Egon_01: ""Bitcoin Cash (BCH) added about $5 billion to its market cap on Thursday, extending its recovery to three days on sellers’ fat…";en;2018-02-09 13:51:23;NEUTRO
M74OHkZlGsqVLRv;@AirDrop07 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/L7LH6Uh8RQ;en;2018-02-09 13:51:23;NEUTRO
PeriodistaU;"Bitcoin price: Expert warns cryptocurrency value has ‘further to fall’ before stabilising | City &amp; Business | Finan… https://t.co/CQMP50hqJe";en;2018-02-09 13:51:23;NEUTRO
W6Z1gGw5UCRbiO2;@TheCoinStack1 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bal… https://t.co/NjHWr7naZ5;en;2018-02-09 13:51:23;NEUTRO
muhsteven888;"RT @chain_log: GET FREE 1000 CHL #Airdrop of @chain_log 3rd decentralized generation on #blockchain 
Join here https://t.co/CevTmdZCCV

#Cr…";en;2018-02-09 13:51:24;NEUTRO
ilove_wealth;"RT @BitcoinCryptoMM: Miami mansion sold for 455 bitcoin
https://t.co/vMCLwI8pYd";en;2018-02-09 13:51:24;NEUTRO
M74OHkZlGsqVLRv;@felix_reindl Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/MmpEmwC85Q;en;2018-02-09 13:51:24;NEUTRO
ChrisFontenot13;"""Patriotic hackers did it."" https://t.co/l60EPJ9SFE";en;2018-02-09 13:51:24;NEUTRO
W6Z1gGw5UCRbiO2;@2pmcryptonews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bal… https://t.co/UgUqgUFbc1;en;2018-02-09 13:51:25;NEUTRO
devonmccall934;"RT @Applancer_pro: Bitcoin price faces huge market correction- dips to $8,700 levels 
https://t.co/BD9NldPVh6 #Bitcoin #Bitcoinprice #crypt…";en;2018-02-09 13:51:25;NEUTRO
ggty;"Bitcoin: NFL e NBC censuram anúncio de criptomoeda no SuperBowl
https://t.co/ssfhVHGoEb

Publicado por: Criptomoeda… https://t.co/83GcCCWmEx";pt;2018-02-09 13:51:25;NEUTRO
CryptoAirdrop7;"RT @infinixToken: Giveaway still on!.... 

 Follow+Retweet+Like= 1,000 XVG

Comment  your Address 

#btc #bitcoin #eth #ethereum #xrp #ripp…";en;2018-02-09 13:51:26;NEUTRO
B1tcoinBTC;"RT @deex_exchange: Photos and videos from the DEEX Philippines conference.

https://t.co/aD3X386azV

#deex #bitshares #cryptocurrency #grap…";en;2018-02-09 13:51:26;NEUTRO
eikla01;"RT @FireLottery: Meet @FireLottery team TODAY on London Affiliate.

#FireLottoTeam #crypto #cryptolottery #cryptocurrency #investment #inve…";en;2018-02-09 13:51:26;NEUTRO
BitcoinWrld;Litecoin Price Forecast: LTC Overtakes #Bitcoin in One Part of the Digital World https://t.co/qW856KCF22 https://t.co/OuUXREStRp;en;2018-02-09 13:51:26;NEUTRO
SlowRoll2;"RT @fastFT: The French and German governments want to protect ""misinformed investors who do not understand the risks"" of virtual currencies…";en;2018-02-09 13:51:27;NEUTRO
ikekatte;"RT @BitfuryGeorge: Ironic to observe the same breed of bankers, economists and ""experts"" that brought us 2008 and some $230 Trillion in Glo…";en;2018-02-09 13:51:28;NEUTRO
cryptograbber;Bitcoin mining believed to be behind huge fire in block of flats https://t.co/yWN9nFjf6r;en;2018-02-09 13:51:28;NEUTRO
angaper1;"RT @thisisvinnd: ICO IS LIVE NOW! JOIN US ON vinnd.io. 
Friends, our ICO has started! We have prepared a lot of news and updates stay with…";en;2018-02-09 13:51:28;NEUTRO
Kry2sleap;"Inspired by @MadBitcoins, Thank you for all you do sir!
I provide esoteric #Bitcoin analysis for those interested
T… https://t.co/KhDZ7a4fic";en;2018-02-09 13:51:29;NEUTRO
vizualdesperado;@tehMoonwalker @officialmcafee @julianhosp julian hosp is the real, dont compare him to mcafee! he said there is a… https://t.co/PShw5FYD8Y;en;2018-02-09 13:51:29;NEUTRO
BitcoinNews_4U;"Decision Making: Solve Problems with Emotional Intelligence
☞ https://t.co/pHjq2iCb0C
#cryptocurrency #Bitcoin… https://t.co/F4p1Nd1Tdl";en;2018-02-09 13:51:29;NEUTRO
Remi_Vladuceanu;"What Is the Pineapple Fund? https://t.co/d54oCEMkiF 
#newsoftheweek #Bitcoin #blockchain #crypto #cryptocurrency… https://t.co/tBqprVCymu";en;2018-02-09 13:51:30;NEUTRO
zwpATDxFU4ONAhr;@WORLD_HAB Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance… https://t.co/y7eUXAds5N;en;2018-02-09 13:51:30;NEUTRO
tulinaoariel;"RT @NextGiveaway: #GIVEAWAY 9 $ETH to 3 lucky winners!!!

1.)Follow + ReTweet + Like
2.)Reach 5000 followers
3.)ETH Address

$BTC $ETC $LTC…";en;2018-02-09 13:51:30;NEUTRO
adican15;"RT @MoonLite_ICO: Follow this link for the full feature articleby Greenmatter: https://t.co/qLsy2x6b2E

#bitcoin #datacenter #iceland #gree…";en;2018-02-09 13:51:30;NEUTRO
yomightgold;https://t.co/v6AsJO56z9: Tweet This Form to your Followers (Minimum 10 followers) (#airdrop #ethereum #bitcoin #Wemether;en;2018-02-09 13:51:30;NEUTRO
NetshopIsp;@Bitcoin #gambling to be #banned in #Australia 🇦🇺 - https://t.co/vqsGyAnnJh https://t.co/83GYgmBvyZ;en;2018-02-09 13:51:30;NEUTRO
CryptoBoarder;RT @MyBitology: We are announcing our new #Tshirt #Giveaways! All you have to do is follow, retweet, and like this post! This is COMPLETELY…;en;2018-02-09 13:51:31;NEUTRO
eikla01;"RT @FireLottery: @FireLottery on London Affiliate Conference in London

#FireLottoTeam #crypto #cryptolottery #cryptocurrency #investment #…";en;2018-02-09 13:51:31;NEUTRO
rivercityjon;"Is Bitcoin On It's Way To $1,000,000?

https://t.co/Ez5ZGroAjc

#bitcoin #investing #cryptocurrency https://t.co/fWZ1SRZZPC";en;2018-02-09 13:51:31;NEUTRO
1066bitcoingold;Message me to get involved https://t.co/Pqcq6T2Lm5;en;2018-02-09 13:51:31;NEUTRO
W6Z1gGw5UCRbiO2;@cryptoscoopnews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/j0YfjKQBaB;en;2018-02-09 13:51:32;NEUTRO
cryptograbber;Bitcoin Couture Makes Its Debut at New York Fashion Week https://t.co/HFt4TEtvIp;en;2018-02-09 13:51:32;NEUTRO
daliabullock101;"RT @applancer_crypt: Early Bitcoin adopters are stomping HODL amid newcomers panic sell-off.
https://t.co/2PPJRXkwvP #Bitcoin #Bitcoinadopt…";en;2018-02-09 13:51:33;NEUTRO
zwpATDxFU4ONAhr;@cryptogirls_ Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bala… https://t.co/HUkh2JVX6k;en;2018-02-09 13:51:33;NEUTRO
W6Z1gGw5UCRbiO2;@cryptoscoopnews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/gXfT7gXeX1;en;2018-02-09 13:51:34;NEUTRO
CoinManiak;"RT @Mrmozaike: #CryptoCurrencies will be the biggest bubble in history.

The Dotcom Bubble bursted around 6.6 trillions (not inflation ajus…";en;2018-02-09 13:51:34;NEUTRO
Econom_Digital;O que gerou o pânico no Bitcoin? Especialista comenta queda de ... - InfoMoney https://t.co/kx0xPnKkUk https://t.co/kpY4zAwGTv;pt;2018-02-09 13:51:34;NEUTRO
bitcoinagile;These #bitcoin Billionaires Think $320,000 Is a Real Possibility #usmf-financials https://t.co/xEojPlYdCe https://t.co/MErTQlSfxj;en;2018-02-09 13:51:35;NEUTRO
SlowRoll2;RT @katie_martin_fx: Can the next politicians/central bankers to bash crypto please form an orderly queue. It's been a busy week for it. ht…;en;2018-02-09 13:51:35;NEUTRO
Santinola777;@PhilakoneCrypto Why do you think Bitcoin will go back to super highs ? Don't you think that it  was just pumped by media and mass frenzy;en;2018-02-09 13:51:35;NEUTRO
dachrinne;"RT @dachrinne: #BCH is featured in the @forbes magazine
#bitcoincash Surges Close To 40% As Market Rebounds

Bitcoin Cash climbed sharply t…";en;2018-02-09 13:51:35;NEUTRO
cryptograbber;Bitcoin at center of Toledo fake ID case https://t.co/tWgSSxqqwp;en;2018-02-09 13:51:36;NEUTRO
hilmanmenyenk;RT @PodOneNetwork: Refer a friend to PodOne and earn a 5% bonus for you and your friend at the conclusion of our ICO. #Blockchain #Podone #…;en;2018-02-09 13:51:36;NEUTRO
zwpATDxFU4ONAhr;@TheCoinStack1 Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bal… https://t.co/MF7JmhCTp7;en;2018-02-09 13:51:36;NEUTRO
kellyandkids3;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:37;NEUTRO
zwpATDxFU4ONAhr;@2pmcryptonews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have bal… https://t.co/PEsrhljix6;en;2018-02-09 13:51:38;NEUTRO
toomuch72;@CobraBitcoin @JihanWu https://t.co/3A242hklQl and your Twitter following is still highly influenced by the propaga… https://t.co/WcolrNwrHm;en;2018-02-09 13:51:38;NEUTRO
Yotzki97;"RT @xrp_news: ""Traders on the platform are most bullish on Ripple XRP, with longs outnumbering shorts 18 to one, and 12 to one for Ethereum…";en;2018-02-09 13:51:38;NEUTRO
JonieSchttler1;"RT @Applancer_pro: Indian Government’s First undertaking of Blockchain technology
https://t.co/aI8h9T9f9F #Blockchain #technology #India #P…";en;2018-02-09 13:51:38;NEUTRO
tulinaoariel;"RT @RockStar_Shakil: $ETH GIVEAWAY! 

I'll be giving 3 #Ethereum  to 3 Lucky Followers:

Last chance I am doing the draw later tonight. Be…";en;2018-02-09 13:51:39;NEUTRO
stevegagne99;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:39;NEUTRO
uRJbHTxOQjf1s1Y;@tri2g Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have balance on… https://t.co/RYo46SUENb;en;2018-02-09 13:51:39;NEUTRO
coin_angel;Have came to a fact, one of the best Exchanges is https://t.co/8B5VIjSM2s! BUILT FOR TRADERS, BY TRADERS! #crypto… https://t.co/YXtvQmluSy;en;2018-02-09 13:51:39;NEUTRO
digitallyfstyle;RT https://t.co/niozYTEUb9 RT @Mobius_Inc: BECOME A DIGITAL LEADER IN 2018 #Internet #DigitalMarketing #SocialMedia… https://t.co/aLbbIZUKkw;en;2018-02-09 13:51:40;NEUTRO
blcurley;RT @XRPTrump: @IAmIronManSon @blcurley @HaraldoXRP @Hodor7777 Volatility is not a problem for $xrp ledger because of 3 second settlement ti…;en;2018-02-09 13:51:40;NEUTRO
zwpATDxFU4ONAhr;@cryptoscoopnews Bitcoin Gold (BTG) successfully launch mainned and 12 global exchanges start trades! If you have b… https://t.co/te9kKhxhoA;en;2018-02-09 13:51:40;NEUTRO
btcan101;"⭐️⭐️
🤖Get 5,000 SAY for FREE! Limited time only! 

https://t.co/6r2E405H4R

#btc #bitcoin #referral #tron #trx #ico… https://t.co/ZJl7ce4pAO";en;2018-02-09 13:51:41;NEUTRO
mrbigcoin666;RT @Crypto_Coley: When things are down, remember it's never as bad as the chocolate crash. #BTC #Bitcoin #LTC #litecoin #ETH #ethereum #xvg…;en;2018-02-09 13:51:42;NEUTRO
5chdn;Not sure if this ranking is good or bad 🐭 https://t.co/bbwg5TuEek;en;2018-02-09 13:51:42;NEUTRO
drgregjones;RT @ManjeetRege: Coincheck Confirms Crypto Hack Loss Larger than Mt Gox https://t.co/C3nxSnfGgA #Bitcoin #Ethereum #Cryptocurrency #Blockch…;en;2018-02-09 13:51:42;NEUTRO
